#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
20891,UA7304009007,Podvirne,Подвірне,сільські населені пункти (СНП),,UA7304009,Mamalyhivska,Мамалигівська,Мамалыговская,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2426,Census 2001,26.62049943,48.29682033,1,2426
20854,UA4606011034,Poharysko,Погарисько,сільські населені пункти (СНП),,UA4606011,Dobrosynsko-Maherivska,Добросинсько-Магерівська,Добросинско-Магеровская,селищна ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,614,Census 2001,23.68397674,50.16778554,1,614
20988,UA5114013043,Pokrovka,Покровка,сільські населені пункти (СНП),,UA5114013,Rozdilnianska,Роздільнянська,Раздельнянская,міська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,453,Census 2001,30.12541975,46.77491829,1,453
20993,UA7304017020,Pokrovka,Покровка,сільські населені пункти (СНП),,UA7304017,Sokyrianska,Сокирянська,Сокирянская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,112,Census 2001,27.11508469,48.51429707,1,112
21022,UA0706033013,Polapy,Полапи,сільські населені пункти (СНП),,UA0706033,Rivnenska,Рівненська,Ровенская,сільська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,1083,Census 2001,23.95223425,51.30703962,1,1083
21148,UA4608021016,Poliana,Поляна,сільські населені пункти (СНП),,UA4608021,Khyrivska,Хирівська,Хыровская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,360,Census 2001,22.87402322,49.5243683,1,360
21149,UA4608005027,Poliana,Поляна,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,240,Census 2001,22.75976868,49.54015632,1,240
21154,UA7306053002,Poliana,Поляна,сільські населені пункти (СНП),,UA7306053,Tarashanska,Тарашанська,Тарашанская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,466,Census 2001,26.11265664,48.05200199,1,466
21092,UA5308037001,Poltava,Полтава,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA5308037,Poltavska,Полтавська,Полтавская,міська ОТГ,UA5308,Poltavskyi,Полтавський,Полтавский,район,,UA53,Poltavska,Полтавська,Полтавская,область,296852,Census 2001,34.54458178,49.60190912,3,1781
21112,UA0702021015,Polumiane,Полум'яне,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,87,Census 2001,24.1036527,50.92534411,1,87
21185,UA4606039037,Pomlyniv,Помлинів,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,251,Census 2001,23.71966679,50.18604165,1,251
21274,UA2102017006,Popovo,Попово,сільські населені пункти (СНП),,UA2102017,Kosonska,Косоньська,Косоньская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,929,Census 2001,22.42276677,48.26934008,1,929
21272,UA4614009022,Popovychi,Поповичі,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,618,Census 2001,22.91927435,49.73436966,1,618
21291,UA0702019001,Poromiv,Поромів,сільські населені пункти (СНП),центр сільської ОТГ,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,836,Census 2001,24.08258178,50.75225623,1,836
21305,UA4614011055,Poruby,Поруби,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,450,Census 2001,23.35681736,50.03847441,1,450
21307,UA4614011056,Porudenko,Поруденко,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,495,Census 2001,23.32129761,49.92386384,1,495
21345,UA4606039038,Potelych,Потелич,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,813,Census 2001,23.55097085,50.21061735,1,813
21355,UA4608015013,Potik,Потік,сільські населені пункти (СНП),,UA4608015,Starosambirska,Старосамбірська,Старосамборская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,136,Census 2001,22.84210738,49.36809168,1,136
21579,UA4614011057,Prynada,Принада,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,241,Census 2001,23.52922207,50.16883914,1,241
21596,UA0706005013,Pryrichchia,Приріччя,сільські населені пункти (СНП),,UA0706005,Vyshnivska,Вишнівська,Вишневская,сільська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,48,Census 2001,23.90169553,51.12022385,1,48
21616,UA2102011011,Prytysianske,Притисянське,сільські населені пункти (СНП),,UA2102011,Vynohradivska,Виноградівська,Виноградовская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,124,Census 2001,22.91245906,48.11250236,1,124
21511,UA7306053003,Pryvoroky,Привороки,сільські населені пункти (СНП),,UA7306053,Tarashanska,Тарашанська,Тарашанская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1284,Census 2001,26.03585699,48.09751565,1,1284
21847,UA2102009008,Pushkino,Пушкіно,сільські населені пункти (СНП),,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1405,Census 2001,22.85849837,48.17513552,1,1405
21823,UA7304003024,Putryne,Путрине,сільські населені пункти (СНП),,UA7304003,Kelmenetska,Кельменецька,Кельменецкая,селищна ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,363,Census 2001,26.69218412,48.41709841,1,363
