#,admin4Pcode,admin4Name_eng,admin4Name_ukr,admin4ClassType,admin4PoliticalType,admin3Pcode,admin3Name_eng,admin3Name_ukr,admin3Name_rus,admin3PoliticalType,admin2Pcode,admin2Name_eng,admin2Name_ukr,admin2Name_rus,admin2ClassType,admin2PoliticalType,admin1Pcode,admin1Name_eng,admin1Name_ukr,admin1Name_rus,admin1ClassType,Population,Population_source,X Longitude,Y Latitude,IDP location Cluster,IDP estimation
6209,UA2108013002,Hrushovo,Грушово,сільські населені пункти (СНП),,UA2108013,Teresvianska,Тересвянська,Тересвянская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,5897,Census 2001,23.7750415,48.00602497,1,5897
5987,UA0702013003,Hrybovytsia,Грибовиця,сільські населені пункти (СНП),,UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,933,Census 2001,24.24882618,50.68474259,1,933
5994,UA0508005005,Hryhorivka,Григорівка,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,365,Census 2001,27.91881975,48.42754683,1,365
6236,UA4608005012,Hubychi,Губичі,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,534,Census 2001,22.77602518,49.6099171,1,534
6252,UA2102015004,Hudia,Гудя,сільські населені пункти (СНП),,UA2102015,Korolivska,Королівська,Королевская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,592,Census 2001,23.12527595,48.11319331,1,592
6301,UA2102007003,Huniadi,Гуняді,сільські населені пункти (СНП),,UA2102007,Velykobyihanska,Великобийганська,Великобыйганская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,325,Census 2001,22.60803193,48.14712802,1,325
6325,UA4614009012,Husakiv,Гусаків,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,528,Census 2001,22.99445356,49.71423689,1,528
6409,UA0706033007,Hushcha,Гуща,сільські населені пункти (СНП),,UA0706033,Rivnenska,Рівненська,Ровенская,сільська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,945,Census 2001,23.7448278,51.27303288,1,945
6344,UA2102007004,Hut,Гут,сільські населені пункти (СНП),,UA2102007,Velykobyihanska,Великобийганська,Великобыйганская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1349,Census 2001,22.58298494,48.31049237,1,1349
6347,UA2110011002,Huta,Гута,сільські населені пункти (СНП),,UA2110011,Onokivska,Оноківська,Оноковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,285,Census 2001,22.36722192,48.70401988,1,285
6352,UA4612011014,Huta,Гута,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,511,Census 2001,24.15380595,50.46876016,1,511
6361,UA4606039013,Huta Obedynska,Гута Обединська,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,153,Census 2001,23.50722418,50.16719695,1,153
5095,UA7304017008,Hvizdivtsi,Гвіздівці,сільські населені пункти (СНП),,UA7304017,Sokyrianska,Сокирянська,Сокирянская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1732,Census 2001,27.30226,48.4398856,1,1732
9714,UA4614009014,Iordanivka,Іорданівка,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,184,Census 2001,23.03534729,49.67690846,1,184
9564,UA5106005014,Ivanchanka,Іванчанка,сільські населені пункти (СНП),,UA5106005,Borodinska,Бородінська,Бородинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,575,Census 2001,29.13313722,46.34250071,1,575
9371,UA0702019007,Ivaniv,Іванів,сільські населені пункти (СНП),,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,62,Census 2001,24.11911028,50.79607899,1,62
9506,UA7304003012,Ivanivtsi,Іванівці,сільські населені пункти (СНП),,UA7304003,Kelmenetska,Кельменецька,Кельменецкая,селищна ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,3253,Census 2001,27.03253834,48.4876028,1,3253
9557,UA2604019001,Ivano-Frankivsk,Івано-Франківськ,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA2604019,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,міська ОТГ,UA2604,Ivano-Frankivskyi,Івано-Франківський,Ивано-Франковский,район,,UA26,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,область,226018,Census 2001,24.71236078,48.9176428,2,56505
9548,UA5114015007,Ivano-Mykolaivka,Івано-Миколаївка,сільські населені пункти (СНП),,UA5114015,Stepanivska,Степанівська,Степановская,сільська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,6,Census 2001,30.04862541,46.75983161,1,6
9359,UA4614011029,Ivanyky,Іваники,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,171,Census 2001,23.25598453,49.86426646,1,171
9639,UA0702021008,Izov,Ізов,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,172,Census 2001,24.09886246,50.82611024,1,172
10415,UA4614003018,Kachmari,Качмарі,сільські населені пункти (СНП),,UA4614003,Mostyska,Мостиська,Мостисская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,76,Census 2001,23.18789097,49.86601193,1,76
9816,UA5106017006,Kalachivka,Калачівка,сільські населені пункти (СНП),,UA5106017,Tarutynska,Тарутинська,Тарутинская,селищна ОТГ,UA5106,Bolhradskyi,Болградський,Болградский,район,,UA51,Odeska,Одеська,Одесская,область,580,Census 2001,28.98866314,46.38727221,1,580
9962,UA2606017001,Kalush,Калуш,міста,"центр району, місто обласного значення, центр міської ОТГ",UA2606017,Kaluska,Калуська,Калушская,міська ОТГ,UA2606,Kaluskyi,Калуський,Калушский,район,,UA26,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,область,67585,Census 2001,24.35200701,49.03932563,2,16896
9831,UA2108007003,Kalyny,Калини,сільські населені пункти (СНП),,UA2108007,Dubivska,Дубівська,Дубовская,селищна ОТГ,UA2108,Tiachivskyi,Тячівський,Тячевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,5844,Census 2001,23.88164057,48.14076462,1,5844
9949,UA4614011031,Kalytiaky,Калитяки,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,617,Census 2001,23.41721189,50.04004033,1,617
10010,UA4606011018,Kamiana Hora,Кам'яна Гора,сільські населені пункти (СНП),,UA4606011,Dobrosynsko-Maherivska,Добросинсько-Магерівська,Добросинско-Магеровская,селищна ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,762,Census 2001,23.65145328,50.13530106,1,762
10031,UA6802011001,Kamianets-Podilskyi,Кам'янець-Подільський,міста,"центр району, місто обласного значення, центр міської ОТГ",UA6802011,Kamianets-Podilska,Кам'янець-Подільська,Каменец-Подольская,міська ОТГ,UA6802,Kamianets-Podilskyi,Кам'янець-Подільський,Каменец-Подольский,район,,UA68,Khmelnytska,Хмельницька,Хмельницкая,область,102743,Census 2001,26.58291782,48.69123724,2,25686
10080,UA5114013021,Kamianka,Кам'янка,сільські населені пункти (СНП),,UA5114013,Rozdilnianska,Роздільнянська,Раздельнянская,міська ОТГ,UA5114,Rozdilnianskyi,Роздільнянський,Раздельнянский,район,,UA51,Odeska,Одеська,Одесская,область,721,Census 2001,30.1099107,46.79996317,1,721
10098,UA7306023001,Kamianka,Кам'янка,сільські населені пункти (СНП),центр сільської ОТГ,UA7306023,Kamianetska,Кам'янецька,Каменская,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,6284,Census 2001,25.89814151,48.02548195,1,6284
10118,UA1204015001,Kamianske,Кам'янське,міста,"центр району, місто обласного значення, центр міської ОТГ",UA1204015,Kamianska,Кам'янська,Каменская,міська ОТГ,UA1204,Kamianskyi,Кам’янський,Каменский,район,,UA12,Dnipropetrovska,Дніпропетровська,Днепропетровская,область,241880,Census 2001,34.54061836,48.52571022,3,1451
10044,UA2110011003,Kamianytsia,Кам'яниця,сільські населені пункти (СНП),,UA2110011,Onokivska,Оноківська,Оноковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1886,Census 2001,22.41824174,48.69405341,1,1886
10158,UA4606039021,Kapeliukh,Капелюх,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,60,Census 2001,23.51173386,50.1804578,1,60
10233,UA2102009004,Karachyn,Карачин,сільські населені пункти (СНП),,UA2102009,Vylotska,Вилоцька,Вилокская,селищна ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,400,Census 2001,22.86829483,48.13487187,1,400
10269,UA5104023007,Karnaliivka,Карналіївка,сільські населені пункти (СНП),,UA5104023,Starokozatska,Старокозацька,Староказацкая,сільська ОТГ,UA5104,Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,район,,UA51,Odeska,Одеська,Одесская,область,799,Census 2001,30.0282761,46.22064562,1,799
10299,UA0508005008,Karpivka,Карпівка,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,878,Census 2001,27.850797,48.47669987,1,878
10282,UA4614011032,Karpy,Карпи,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,104,Census 2001,23.45963037,50.16754106,1,104
10439,UA2102017004,Kashtanovo,Каштаново,сільські населені пункти (СНП),,UA2102017,Kosonska,Косоньська,Косоньская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,262,Census 2001,22.45420152,48.30229226,1,262
10390,UA4608021011,Katyna,Катина,сільські населені пункти (СНП),,UA4608021,Khyrivska,Хирівська,Хыровская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,409,Census 2001,22.69454422,49.52841724,1,409
27291,UA4614009028,Khatky,Хатки,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,83,Census 2001,22.99759438,49.78189636,1,83
27352,UA4614009029,Khidnovychi,Хідновичі,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,428,Census 2001,22.95344408,49.71965205,1,428
27378,UA4614011073,Khliany,Хляни,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,174,Census 2001,23.3941279,50.01990535,1,174
27406,UA6804047001,Khmelnytskyi,Хмельницький,міста,"центр району, центр області, місто обласного значення, центр міської ОТГ",UA6804047,Khmelnytska,Хмельницька,Хмельницкая,міська ОТГ,UA6804,Khmelnytskyi,Хмельницький,Хмельницкий,район,,UA68,Khmelnytska,Хмельницька,Хмельницкая,область,264988,Census 2001,26.99887922,49.41170064,2,66247
27445,UA2110001010,Kholmets,Холмець,сільські населені пункти (СНП),,UA2110001,Baranynska,Баранинська,Баранинская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,901,Census 2001,22.38569621,48.52541056,1,901
27451,UA2110025001,Kholmok,Холмок,сільські населені пункти (СНП),центр сільської ОТГ,UA2110025,Kholmkivska,Холмківська,Холмковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1179,Census 2001,22.26848961,48.56503039,1,1179
27450,UA2102019014,Kholmovets,Холмовець,сільські населені пункти (СНП),,UA2102019,Pyiterfolvivska,Пийтерфолвівська,Паятерфолвовский,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,715,Census 2001,23.09702973,48.05798015,1,715
27504,UA0508013011,Khonkivtsi,Хоньківці,сільські населені пункти (СНП),,UA0508013,Yaryshivska,Яришівська,Ярышевская,сільська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,956,Census 2001,27.54992688,48.55074641,1,956
27515,UA4612011057,Khorobriv,Хоробрів,сільські населені пункти (СНП),,UA4612011,Sokalska,Сокальська,Сокальская,міська ОТГ,UA4612,Chervonohradskyi,Червоноградський,Червоноградский,район,,UA46,Lvivska,Львівська,Львовская,область,815,Census 2001,24.17715306,50.52898813,1,815
27574,UA0702021024,Khotiachiv,Хотячів,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,273,Census 2001,24.15778395,50.829786,1,273
27590,UA0702013008,Khreniv,Хренів,сільські населені пункти (СНП),,UA0702013,Novovolynska,Нововолинська,Нововолынская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,343,Census 2001,24.22558656,50.74208053,1,343
27606,UA0702021025,Khrypalychi,Хрипаличі,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,265,Census 2001,24.24524551,50.85120992,1,265
27345,UA4608021001,Khyriv,Хирів,міста,"місто районного значення, центр міської ОТГ",UA4608021,Khyrivska,Хирівська,Хыровская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,4088,Census 2001,22.85143592,49.53405027,1,4088
10632,UA2102003012,Kidosh,Кідьош,сільські населені пункти (СНП),,UA2102003,Berehivska,Берегівська,Береговская,міська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,895,Census 2001,22.69499748,48.21916709,1,895
10663,UA2110025003,Kinchesh,Кінчеш,сільські населені пункти (СНП),,UA2110025,Kholmkivska,Холмківська,Холмковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,328,Census 2001,22.30642754,48.57420813,1,328
10658,UA2104001009,Kinlod,Кінлодь,сільські населені пункти (СНП),,UA2104001,Velykoluchkivska,Великолучківська,Великолучковская,сільська ОТГ,UA2104,Mukachivskyi,Мукачівський,Мукачевский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,223,Census 2001,22.43604335,48.46518899,1,223
10683,UA4606039022,Klebany,Клебани,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,345,Census 2001,23.5948861,50.20233348,1,345
10821,UA2110003004,Kniahynia,Княгиня,сільські населені пункти (СНП),,UA2110003,Velykobereznianska,Великоберезнянська,Великоберезнянская,селищна ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,319,Census 2001,22.51353945,48.97188353,1,319
10841,UA4608005016,Kniazhpil,Княжпіль,сільські населені пункти (СНП),,UA4608005,Dobromylska,Добромильська,Добромильская,міська ОТГ,UA4608,Sambirskyi,Самбірський,Самборский,район,,UA46,Lvivska,Львівська,Львовская,область,650,Census 2001,22.74890745,49.56699796,1,650
10880,UA7304017010,Kobolchyn,Коболчин,сільські населені пункти (СНП),,UA7304017,Sokyrianska,Сокирянська,Сокирянская,міська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,2355,Census 2001,27.37156036,48.50156007,1,2355
11824,UA4614011036,Kokhanivka,Коханівка,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,532,Census 2001,23.23744421,49.98171233,1,532
11150,UA4614003020,Kolodka,Колодка,сільські населені пункти (СНП),,UA4614003,Mostyska,Мостиська,Мостисская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,11,Census 2001,23.18968673,49.88296164,1,11
11182,UA2608007001,Kolomyia,Коломия,міста,"центр району, місто обласного значення, центр міської ОТГ",UA2608007,Kolomyiska,Коломийська,Коломыйская,міська ОТГ,UA2608,Kolomyiskyi,Коломийський,Коломыйский,район,,UA26,Ivano-Frankivska,Івано-Франківська,Ивано-Франковская,область,61428,Census 2001,25.00747907,48.54686179,2,15357
11193,UA4614011034,Kolonytsi,Колониці,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,263,Census 2001,23.31786343,50.07236394,1,263
11239,UA7304003013,Komariv,Комарів,сільські населені пункти (СНП),,UA7304003,Kelmenetska,Кельменецька,Кельменецкая,селищна ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1801,Census 2001,26.98816925,48.56183121,1,1801
11313,UA0508003007,Koneva,Конева,сільські населені пункти (СНП),,UA0508003,Vendychanska,Вендичанська,Вендичанская,селищна ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,555,Census 2001,27.87397804,48.54872738,1,555
11366,UA4614009015,Koniushky,Конюшки,сільські населені пункти (СНП),,UA4614009,Shehynivska,Шегинівська,Шегиновская,сільська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,217,Census 2001,23.06647683,49.74871767,1,217
11356,UA2110025004,Kontsovo,Концово,сільські населені пункти (СНП),,UA2110025,Kholmkivska,Холмківська,Холмковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1278,Census 2001,22.24415973,48.56890492,1,1278
11626,UA4614003022,Korchunok,Корчунок,сільські населені пункти (СНП),,UA4614003,Mostyska,Мостиська,Мостисская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,23,Census 2001,23.20039747,49.87872269,1,23
11493,UA2110025005,Korytniany,Коритняни,сільські населені пункти (СНП),,UA2110025,Kholmkivska,Холмківська,Холмковская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1596,Census 2001,22.2978643,48.55564298,1,1596
11489,UA0702021010,Korytnytsia,Коритниця,сільські населені пункти (СНП),,UA0702021,Ustyluzka,Устилузька,Устилугская,міська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,365,Census 2001,24.04029172,50.9355981,1,365
11893,UA0508005022,Koshtulia,Коштуля,сільські населені пункти (СНП),,UA0508005,Mohyliv-Podilska,Могилів-Подільська,Могилев-Подольская,міська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,112,Census 2001,27.94249255,48.54562512,1,112
11894,UA7304009004,Koshuliany,Кошуляни,сільські населені пункти (СНП),,UA7304009,Mamalyhivska,Мамалигівська,Мамалыговская,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1141,Census 2001,26.57785176,48.24971403,1,1141
11676,UA0702019008,Kosmivka,Космівка,сільські населені пункти (СНП),,UA0702019,Poromivska,Поромівська,Поромовская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,99,Census 2001,24.17817569,50.69757698,1,99
11680,UA2102017001,Koson,Косонь,сільські населені пункти (СНП),центр сільської ОТГ,UA2102017,Kosonska,Косоньська,Косоньская,сільська ОТГ,UA2102,Berehivskyi,Берегівський,Береговский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,2338,Census 2001,22.45689661,48.25465839,1,2338
11681,UA2110003005,Kosteva Pastil,Костева Пастіль,сільські населені пункти (СНП),,UA2110003,Velykobereznianska,Великоберезнянська,Великоберезнянская,селищна ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,304,Census 2001,22.55168427,48.85600638,1,304
11706,UA2110009001,Kostryna,Кострина,сільські населені пункти (СНП),центр сільської ОТГ,UA2110009,Kostrynska,Костринська,Костринская,сільська ОТГ,UA2110,Uzhhorodskyi,Ужгородський,Ужгородский,район,,UA21,Zakarpatska,Закарпатська,Закарпатская,область,1108,Census 2001,22.6003514,48.94510192,1,1108
11691,UA7306003005,Kostychany,Костичани,сільські населені пункти (СНП),,UA7306003,Vanchykovetska,Ванчиковецька,Ванчиковецкая,сільська ОТГ,UA7306,Cnernivetskyi,Чернівецький,Черновицкий,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1357,Census 2001,26.50730761,48.22687414,1,1357
11839,UA0706005008,Kotsiury,Коцюри,сільські населені пункти (СНП),,UA0706005,Vyshnivska,Вишнівська,Вишневская,сільська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,315,Census 2001,23.98078706,51.1977607,1,315
11769,UA4614011035,Koty,Коти,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,870,Census 2001,23.40512098,50.01038596,1,870
10895,UA4606039023,Kovali,Ковалі,сільські населені пункти (СНП),,UA4606039,Rava-Ruska,Рава-Руська,Рава-Русская,міська ОТГ,UA4606,Lvivskyi,Львівський,Львовский,район,,UA46,Lvivska,Львівська,Львовская,область,116,Census 2001,23.50922469,50.22132172,1,116
10896,UA4614011033,Kovali,Ковалі,сільські населені пункти (СНП),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,54,Census 2001,23.36251986,50.0088534,1,54
11011,UA5104023008,Kozatske,Козацьке,сільські населені пункти (СНП),,UA5104023,Starokozatska,Старокозацька,Староказацкая,сільська ОТГ,UA5104,Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,район,,UA51,Odeska,Одеська,Одесская,область,1550,Census 2001,30.04527072,46.3472586,1,1550
11070,UA0508013005,Kozliv,Козлів,сільські населені пункти (СНП),,UA0508013,Yaryshivska,Яришівська,Ярышевская,сільська ОТГ,UA0508,Mohyliv-Podilskyi,Могилів-Подільський,Могилев-Подольский,район,,UA05,Vinnytska,Вінницька,Винницкая,область,684,Census 2001,27.52198625,48.47821407,1,684
11060,UA7304007003,Kozyriany,Козиряни,сільські населені пункти (СНП),,UA7304007,Livynetska,Лівинецька,Левинецкая,сільська ОТГ,UA7304,Dnistrovskyi,Дністровський,Днестровский,район,,UA73,Chernivetska,Чернівецька,Черновицкая,область,1005,Census 2001,26.64489516,48.36581225,1,1005
11912,UA4614011002,Krakovets,Краковець,селища міського типу (СМТ),,UA4614011,Yavorivska,Яворівська,Яворовская,міська ОТГ,UA4614,Yavorivskyi,Яворівський,Яворовский,район,,UA46,Lvivska,Львівська,Львовская,область,1121,Census 2001,23.15849793,49.96178728,1,1121
11958,UA5104023009,Krasna Kosa,Красна Коса,сільські населені пункти (СНП),центр сільської ОТГ,UA5104023,Starokozatska,Старокозацька,Староказацкая,сільська ОТГ,UA5104,Bilhorod-Dnistrovskyi,Білгород-Дністровський,Белгород-Днестровский,район,,UA51,Odeska,Одеська,Одесская,область,1015,Census 2001,30.0931732,46.33449265,1,1015
12039,UA0706027009,Krasnovolia,Красноволя,сільські населені пункти (СНП),,UA0706027,Liubomlska,Любомльська,Любомльская,міська ОТГ,UA0706,Kovelskyi,Ковельський,Ковельский,район,,UA07,Volynska,Волинська,Волынская,область,121,Census 2001,23.98052124,51.22828334,1,121
12195,UA0702009005,Krechiv,Кречів,сільські населені пункти (СНП),,UA0702009,Lytovezka,Литовезька,Литовежская,сільська ОТГ,UA0702,Volodymyr-Volynskyi,Володимир-Волинський,Владимир-Волынский,район,,UA07,Volynska,Волинська,Волынская,область,310,Census 2001,24.09238571,50.68078217,1,310
